adwordscustomerid,category,adcost,adclicks,impressions,cpc,adbudget,time_idx,date,month,dayofweek,dayofyear
id_0001,Computers_Electronics_and_Technology,16.213768,24,80,0.6755736666666667,41.78201955263159,39,2019-02-09,2,5,40
id_0001,Computers_Electronics_and_Technology,32.291664,27,132,1.1959875555555557,41.78201955263159,40,2019-02-10,2,6,41
id_0001,Computers_Electronics_and_Technology,74.01672,69,424,1.072706086956522,41.78201955263159,41,2019-02-11,2,0,42
id_0001,Computers_Electronics_and_Technology,42.374603,47,283,0.9015872978723404,41.78201955263159,42,2019-02-12,2,1,43
id_0001,Computers_Electronics_and_Technology,42.690784,69,387,0.6187070144927537,41.78201955263159,43,2019-02-13,2,2,44
id_0001,Computers_Electronics_and_Technology,31.306408,54,377,0.5797482962962963,41.78201955263159,44,2019-02-14,2,3,45
id_0001,Computers_Electronics_and_Technology,44.05957,20,161,2.2029785,41.78201955263159,45,2019-02-15,2,4,46
id_0001,Computers_Electronics_and_Technology,17.56665,14,92,1.2547607142857142,41.78201955263159,46,2019-02-16,2,5,47
id_0001,Computers_Electronics_and_Technology,14.435785,26,103,0.5552225,41.78201955263159,47,2019-02-17,2,6,48
id_0001,Computers_Electronics_and_Technology,73.096504,60,370,1.2182750666666666,41.78201955263159,48,2019-02-18,2,0,49
id_0001,Computers_Electronics_and_Technology,51.674583,39,320,1.3249893076923076,41.78201955263159,49,2019-02-19,2,1,50
id_0001,Computers_Electronics_and_Technology,43.44225,45,398,0.9653833333333334,41.78201955263159,50,2019-02-20,2,2,51
id_0001,Computers_Electronics_and_Technology,50.23815,51,273,0.9850617647058822,41.78201955263159,51,2019-02-21,2,3,52
id_0001,Computers_Electronics_and_Technology,37.142857,56,328,0.6632653035714285,41.78201955263159,52,2019-02-22,2,4,53
id_0001,Computers_Electronics_and_Technology,8.874532,18,73,0.4930295555555555,41.78201955263159,53,2019-02-23,2,5,54
id_0001,Computers_Electronics_and_Technology,5.6896744,13,107,0.4376672615384616,41.78201955263159,54,2019-02-24,2,6,55
id_0001,Computers_Electronics_and_Technology,66.227715,54,339,1.2264391666666667,41.78201955263159,55,2019-02-25,2,0,56
id_0001,Computers_Electronics_and_Technology,75.36381,56,413,1.3457823214285711,41.78201955263159,56,2019-02-26,2,1,57
id_0001,Computers_Electronics_and_Technology,78.8665,54,410,1.4604907407407408,41.78201955263159,57,2019-02-27,2,2,58
id_0001,Computers_Electronics_and_Technology,40.455322,26,156,1.5559739230769232,41.78201955263159,58,2019-02-28,2,3,59
id_0001,Computers_Electronics_and_Technology,45.985897,34,232,1.3525263823529412,42.27772702302632,59,2019-03-01,3,4,60
id_0001,Computers_Electronics_and_Technology,23.945904,15,110,1.5963936,42.27772702302632,60,2019-03-02,3,5,61
id_0001,Computers_Electronics_and_Technology,50.920662,20,99,2.5460331,42.27772702302632,61,2019-03-03,3,6,62
id_0001,Computers_Electronics_and_Technology,47.60608,21,191,2.2669561904761903,42.27772702302632,62,2019-03-04,3,0,63
id_0001,Computers_Electronics_and_Technology,100.147156,50,429,2.00294312,42.27772702302632,63,2019-03-05,3,1,64
id_0001,Computers_Electronics_and_Technology,107.65318,80,567,1.34566475,42.27772702302632,64,2019-03-06,3,2,65
id_0001,Computers_Electronics_and_Technology,80.092384,76,380,1.0538471578947368,42.27772702302632,65,2019-03-07,3,3,66
id_0001,Computers_Electronics_and_Technology,49.8766,62,239,0.8044612903225807,42.27772702302632,66,2019-03-08,3,4,67
id_0001,Computers_Electronics_and_Technology,21.222334,26,113,0.8162436153846154,42.27772702302632,67,2019-03-09,3,5,68
id_0001,Computers_Electronics_and_Technology,22.469385,25,127,0.8987754,42.27772702302632,68,2019-03-10,3,6,69
id_0001,Computers_Electronics_and_Technology,34.667267,47,224,0.737601425531915,42.27772702302632,69,2019-03-11,3,0,70
id_0001,Computers_Electronics_and_Technology,30.755356,39,235,0.7885988717948718,42.27772702302632,70,2019-03-12,3,1,71
id_0001,Computers_Electronics_and_Technology,60.748188,58,273,1.047382551724138,42.27772702302632,71,2019-03-13,3,2,72
id_0001,Computers_Electronics_and_Technology,25.56561,51,187,0.5012864705882353,42.27772702302632,72,2019-03-14,3,3,73
id_0001,Computers_Electronics_and_Technology,33.620102,50,154,0.67240204,42.27772702302632,73,2019-03-15,3,4,74
id_0001,Computers_Electronics_and_Technology,3.8165345,7,38,0.5452192142857143,42.27772702302632,74,2019-03-16,3,5,75
id_0001,Computers_Electronics_and_Technology,8.844848,16,59,0.552803,42.27772702302632,75,2019-03-17,3,6,76
id_0001,Computers_Electronics_and_Technology,30.226755,53,200,0.5703161320754717,42.27772702302632,76,2019-03-18,3,0,77
id_0001,Computers_Electronics_and_Technology,34.82011,69,192,0.5046392753623188,42.27772702302632,77,2019-03-19,3,1,78
id_0001,Computers_Electronics_and_Technology,42.041836,58,198,0.7248592413793105,42.27772702302632,78,2019-03-20,3,2,79
id_0001,Computers_Electronics_and_Technology,38.783184,63,198,0.6156060952380952,42.27772702302632,79,2019-03-21,3,3,80
id_0001,Computers_Electronics_and_Technology,45.49264,60,180,0.7582106666666667,42.27772702302632,80,2019-03-22,3,4,81
id_0001,Computers_Electronics_and_Technology,19.053001,15,59,1.2702000666666666,42.27772702302632,81,2019-03-23,3,5,82
id_0001,Computers_Electronics_and_Technology,18.454063,24,100,0.7689192916666667,42.27772702302632,82,2019-03-24,3,6,83
id_0001,Computers_Electronics_and_Technology,71.601456,75,401,0.95468608,42.27772702302632,83,2019-03-25,3,0,84
id_0001,Computers_Electronics_and_Technology,35.46492,56,464,0.6333021428571428,42.27772702302632,84,2019-03-26,3,1,85
id_0001,Computers_Electronics_and_Technology,37.540817,64,542,0.586575265625,42.27772702302632,85,2019-03-27,3,2,86
id_0001,Computers_Electronics_and_Technology,74.10363,73,450,1.015118219178082,42.27772702302632,86,2019-03-28,3,3,87
id_0001,Computers_Electronics_and_Technology,67.09699,66,355,1.0166210606060606,42.27772702302632,87,2019-03-29,3,4,88
id_0001,Computers_Electronics_and_Technology,11.733034,17,117,0.6901784705882353,42.27772702302632,88,2019-03-30,3,5,89
id_0001,Computers_Electronics_and_Technology,10.892978,14,125,0.7780698571428571,42.27772702302632,89,2019-03-31,3,6,90
id_0001,Computers_Electronics_and_Technology,42.024918,55,328,0.7640894181818182,63.94535766447369,90,2019-04-01,4,0,91
id_0001,Computers_Electronics_and_Technology,76.747314,80,441,0.959341425,63.94535766447369,91,2019-04-02,4,1,92
id_0001,Computers_Electronics_and_Technology,90.83352,101,464,0.8993417821782177,63.94535766447369,92,2019-04-03,4,2,93
id_0001,Computers_Electronics_and_Technology,63.65371,82,426,0.776264756097561,63.94535766447369,93,2019-04-04,4,3,94
id_0001,Computers_Electronics_and_Technology,68.94501,75,404,0.9192668,63.94535766447369,94,2019-04-05,4,4,95
id_0001,Computers_Electronics_and_Technology,22.667114,28,155,0.8095397857142858,63.94535766447369,95,2019-04-06,4,5,96
id_0001,Computers_Electronics_and_Technology,9.377454,13,147,0.7213426153846154,63.94535766447369,96,2019-04-07,4,6,97
id_0001,Computers_Electronics_and_Technology,39.642376,70,352,0.5663196571428571,63.94535766447369,97,2019-04-08,4,0,98
id_0001,Computers_Electronics_and_Technology,70.77981,96,454,0.7372896875,63.94535766447369,98,2019-04-09,4,1,99
id_0001,Computers_Electronics_and_Technology,164.57864,94,526,1.750836595744681,63.94535766447369,99,2019-04-10,4,2,100
id_0001,Computers_Electronics_and_Technology,74.329506,57,402,1.3040264210526316,63.94535766447369,100,2019-04-11,4,3,101
id_0001,Computers_Electronics_and_Technology,43.509205,54,294,0.8057260185185185,63.94535766447369,101,2019-04-12,4,4,102
id_0001,Computers_Electronics_and_Technology,16.61017,19,147,0.8742194736842105,63.94535766447369,102,2019-04-13,4,5,103
id_0001,Computers_Electronics_and_Technology,24.508474,24,139,1.0211864166666669,63.94535766447369,103,2019-04-14,4,6,104
id_0001,Computers_Electronics_and_Technology,61.291416,56,380,1.0944895714285714,63.94535766447369,104,2019-04-15,4,0,105
id_0001,Computers_Electronics_and_Technology,84.69446,78,452,1.0858264102564104,63.94535766447369,105,2019-04-16,4,1,106
id_0001,Computers_Electronics_and_Technology,107.176765,52,331,2.0610916346153845,63.94535766447369,106,2019-04-17,4,2,107
id_0001,Computers_Electronics_and_Technology,210.2567,41,330,5.128212195121951,63.94535766447369,107,2019-04-18,4,3,108
id_0001,Computers_Electronics_and_Technology,41.083878,20,140,2.0541939,63.94535766447369,108,2019-04-19,4,4,109
id_0001,Computers_Electronics_and_Technology,0.0,0,12,0.0,63.94535766447369,109,2019-04-20,4,5,110
id_0001,Computers_Electronics_and_Technology,0.0,0,12,0.0,63.94535766447369,110,2019-04-21,4,6,111
id_0001,Computers_Electronics_and_Technology,75.9928,13,143,5.8456,63.94535766447369,111,2019-04-22,4,0,112
id_0001,Computers_Electronics_and_Technology,198.37115,34,204,5.834445588235294,63.94535766447369,112,2019-04-23,4,1,113
id_0001,Computers_Electronics_and_Technology,80.17907,34,197,2.3582079411764703,63.94535766447369,113,2019-04-24,4,2,114
id_0001,Computers_Electronics_and_Technology,68.31198,60,211,1.138533,63.94535766447369,114,2019-04-25,4,3,115
id_0001,Computers_Electronics_and_Technology,57.260674,52,180,1.1011668076923078,63.94535766447369,115,2019-04-26,4,4,116
id_0001,Computers_Electronics_and_Technology,8.695652,8,52,1.0869565,63.94535766447369,116,2019-04-27,4,5,117
id_0001,Computers_Electronics_and_Technology,13.255295,17,82,0.7797232352941177,63.94535766447369,117,2019-04-28,4,6,118
id_0001,Computers_Electronics_and_Technology,75.18982,49,248,1.5344861224489796,63.94535766447369,118,2019-04-29,4,0,119
id_0001,Computers_Electronics_and_Technology,53.971992,46,273,1.1733041739130434,63.94535766447369,119,2019-04-30,4,1,120
id_0001,Computers_Electronics_and_Technology,33.082706,33,160,1.0025062424242426,70.08281077796053,120,2019-05-01,5,2,121
id_0001,Computers_Electronics_and_Technology,87.02854,68,271,1.2798314705882354,70.08281077796053,121,2019-05-02,5,3,122
id_0001,Computers_Electronics_and_Technology,30.90767,43,189,0.7187830232558139,70.08281077796053,122,2019-05-03,5,4,123
id_0001,Computers_Electronics_and_Technology,8.099025,20,105,0.40495125,70.08281077796053,123,2019-05-04,5,5,124
id_0001,Computers_Electronics_and_Technology,14.861687,19,75,0.7821940526315789,70.08281077796053,124,2019-05-05,5,6,125
id_0001,Computers_Electronics_and_Technology,85.83902,63,292,1.362524126984127,70.08281077796053,125,2019-05-06,5,0,126
id_0001,Computers_Electronics_and_Technology,64.446434,63,327,1.0229592698412695,70.08281077796053,126,2019-05-07,5,1,127
id_0001,Computers_Electronics_and_Technology,111.679726,82,632,1.3619478780487806,70.08281077796053,127,2019-05-08,5,2,128
id_0001,Computers_Electronics_and_Technology,143.70238,81,586,1.7741034567901235,70.08281077796053,128,2019-05-09,5,3,129
id_0001,Computers_Electronics_and_Technology,62.653038,51,239,1.2284909411764706,70.08281077796053,129,2019-05-10,5,4,130
id_0001,Computers_Electronics_and_Technology,0.9323747,2,8,0.46618735,70.08281077796053,130,2019-05-11,5,5,131
id_0001,Computers_Electronics_and_Technology,1.7187148,3,13,0.5729049333333334,70.08281077796053,131,2019-05-12,5,6,132
id_0001,Computers_Electronics_and_Technology,111.14482,67,372,1.6588779104477611,70.08281077796053,132,2019-05-13,5,0,133
id_0001,Computers_Electronics_and_Technology,113.44557,42,295,2.701085,70.08281077796053,133,2019-05-14,5,1,134
id_0001,Computers_Electronics_and_Technology,117.376205,59,371,1.9894272033898304,70.08281077796053,134,2019-05-15,5,2,135
id_0001,Computers_Electronics_and_Technology,104.94794,70,406,1.4992562857142857,70.08281077796053,135,2019-05-16,5,3,136
id_0001,Computers_Electronics_and_Technology,127.80881,99,468,1.2909980808080808,70.08281077796053,136,2019-05-17,5,4,137
id_0001,Computers_Electronics_and_Technology,3.045855,3,22,1.015285,70.08281077796053,137,2019-05-18,5,5,138
id_0001,Computers_Electronics_and_Technology,0.25663915,3,9,0.0855463833333333,70.08281077796053,138,2019-05-19,5,6,139
id_0001,Computers_Electronics_and_Technology,101.18277,73,383,1.3860653424657534,70.08281077796053,139,2019-05-20,5,0,140
id_0001,Computers_Electronics_and_Technology,52.477123,63,366,0.8329702063492064,70.08281077796053,140,2019-05-21,5,1,141
id_0001,Computers_Electronics_and_Technology,120.053566,100,478,1.20053566,70.08281077796053,141,2019-05-22,5,2,142
id_0001,Computers_Electronics_and_Technology,112.44003,108,600,1.0411113888888888,70.08281077796053,142,2019-05-23,5,3,143
id_0001,Computers_Electronics_and_Technology,46.62487,67,340,0.6958935820895522,70.08281077796053,143,2019-05-24,5,4,144
id_0001,Computers_Electronics_and_Technology,41.32676,28,268,1.4759557142857145,70.08281077796053,144,2019-05-25,5,5,145
id_0001,Computers_Electronics_and_Technology,37.315105,29,372,1.2867277586206898,70.08281077796053,145,2019-05-26,5,6,146
id_0001,Computers_Electronics_and_Technology,106.09182,119,694,0.8915278991596639,70.08281077796053,146,2019-05-27,5,0,147
id_0001,Computers_Electronics_and_Technology,108.16099,191,713,0.5662879057591623,70.08281077796053,147,2019-05-28,5,1,148
id_0001,Computers_Electronics_and_Technology,62.49303,87,450,0.7183106896551724,70.08281077796053,148,2019-05-29,5,2,149
id_0001,Computers_Electronics_and_Technology,62.298183,46,187,1.3543083260869566,70.08281077796053,149,2019-05-30,5,3,150
id_0001,Computers_Electronics_and_Technology,57.076046,41,202,1.3920986829268291,70.08281077796053,150,2019-05-31,5,4,151
id_0001,Computers_Electronics_and_Technology,11.571541,16,102,0.7232213125,84.47693561184212,151,2019-06-01,6,5,152
id_0001,Computers_Electronics_and_Technology,17.457836,23,128,0.759036347826087,84.47693561184212,152,2019-06-02,6,6,153
id_0001,Computers_Electronics_and_Technology,64.42534,65,345,0.991159076923077,84.47693561184212,153,2019-06-03,6,0,154
id_0001,Computers_Electronics_and_Technology,99.64154,83,279,1.200500481927711,84.47693561184212,154,2019-06-04,6,1,155
id_0001,Computers_Electronics_and_Technology,81.01508,102,345,0.7942654901960784,84.47693561184212,155,2019-06-05,6,2,156
id_0001,Computers_Electronics_and_Technology,54.12493,86,422,0.6293596511627907,84.47693561184212,156,2019-06-06,6,3,157
id_0001,Computers_Electronics_and_Technology,145.76883,118,934,1.2353290677966102,84.47693561184212,157,2019-06-07,6,4,158
id_0001,Computers_Electronics_and_Technology,2.3008046,6,102,0.3834674333333334,84.47693561184212,158,2019-06-08,6,5,159
id_0001,Computers_Electronics_and_Technology,14.222575,16,96,0.8889109375,84.47693561184212,159,2019-06-09,6,6,160
id_0001,Computers_Electronics_and_Technology,43.938023,48,294,0.9153754791666668,84.47693561184212,160,2019-06-10,6,0,161
id_0001,Computers_Electronics_and_Technology,99.50192,83,693,1.198818313253012,84.47693561184212,161,2019-06-11,6,1,162
id_0001,Computers_Electronics_and_Technology,124.691635,98,690,1.2723636224489796,84.47693561184212,162,2019-06-12,6,2,163
id_0001,Computers_Electronics_and_Technology,89.8307,87,663,1.0325367816091953,84.47693561184212,163,2019-06-13,6,3,164
id_0001,Computers_Electronics_and_Technology,57.674946,60,299,0.9612491,84.47693561184212,164,2019-06-14,6,4,165
id_0001,Computers_Electronics_and_Technology,15.42428,16,82,0.9640175,84.47693561184212,165,2019-06-15,6,5,166
id_0001,Computers_Electronics_and_Technology,18.23991,18,106,1.0133283333333332,84.47693561184212,166,2019-06-16,6,6,167
id_0001,Computers_Electronics_and_Technology,61.502243,60,315,1.0250373833333333,84.47693561184212,167,2019-06-17,6,0,168
id_0001,Computers_Electronics_and_Technology,72.64373,84,425,0.8648063095238095,84.47693561184212,168,2019-06-18,6,1,169
id_0001,Computers_Electronics_and_Technology,117.172966,81,391,1.446579827160494,84.47693561184212,169,2019-06-19,6,2,170
id_0001,Computers_Electronics_and_Technology,63.559418,72,302,0.8827696944444444,84.47693561184212,170,2019-06-20,6,3,171
id_0001,Computers_Electronics_and_Technology,51.744057,61,301,0.8482632295081967,84.47693561184212,171,2019-06-21,6,4,172
id_0001,Computers_Electronics_and_Technology,22.100956,24,77,0.9208731666666666,84.47693561184212,172,2019-06-22,6,5,173
id_0001,Computers_Electronics_and_Technology,6.560546,15,48,0.4373697333333333,84.47693561184212,173,2019-06-23,6,6,174
id_0001,Computers_Electronics_and_Technology,81.59663,63,290,1.2951846031746033,84.47693561184212,174,2019-06-24,6,0,175
id_0001,Computers_Electronics_and_Technology,101.389206,79,309,1.283407670886076,84.47693561184212,175,2019-06-25,6,1,176
id_0001,Computers_Electronics_and_Technology,125.48306,74,670,1.695717027027027,84.47693561184212,176,2019-06-26,6,2,177
id_0001,Computers_Electronics_and_Technology,241.22528,87,1190,2.772704367816092,84.47693561184212,177,2019-06-27,6,3,178
id_0001,Computers_Electronics_and_Technology,329.8567,70,1078,4.712238571428571,84.47693561184212,178,2019-06-28,6,4,179
id_0001,Computers_Electronics_and_Technology,97.44144,15,306,6.496096,84.47693561184212,179,2019-06-29,6,5,180
id_0001,Computers_Electronics_and_Technology,255.99272,31,283,8.257829677419355,84.47693561184212,180,2019-06-30,6,6,181
id_0001,Computers_Electronics_and_Technology,203.13597,76,811,2.672841710526316,298.59215157894744,181,2019-07-01,7,0,182
id_0001,Computers_Electronics_and_Technology,402.51807,95,750,4.237032315789474,298.59215157894744,182,2019-07-02,7,1,183
id_0001,Computers_Electronics_and_Technology,368.09613,89,1030,4.135911573033708,298.59215157894744,183,2019-07-03,7,2,184
id_0001,Computers_Electronics_and_Technology,205.02144,85,601,2.412016941176471,298.59215157894744,184,2019-07-04,7,3,185
id_0001,Computers_Electronics_and_Technology,379.04388,59,587,6.4244725423728815,298.59215157894744,185,2019-07-05,7,4,186
id_0001,Computers_Electronics_and_Technology,232.38663,23,254,10.10376652173913,298.59215157894744,186,2019-07-06,7,5,187
id_0001,Computers_Electronics_and_Technology,214.73956,28,292,7.66927,298.59215157894744,187,2019-07-07,7,6,188
id_0001,Computers_Electronics_and_Technology,404.28635,83,546,4.870919879518072,298.59215157894744,188,2019-07-08,7,0,189
id_0001,Computers_Electronics_and_Technology,538.2762,418,2348,1.287742105263158,298.59215157894744,189,2019-07-09,7,1,190
id_0001,Computers_Electronics_and_Technology,424.98035,386,2535,1.1009853626943005,298.59215157894744,190,2019-07-10,7,2,191
id_0001,Computers_Electronics_and_Technology,450.7772,163,1894,2.765504294478528,298.59215157894744,191,2019-07-11,7,3,192
id_0001,Computers_Electronics_and_Technology,355.43417,105,1446,3.3850873333333333,298.59215157894744,192,2019-07-12,7,4,193
id_0001,Computers_Electronics_and_Technology,71.40764,32,261,2.23148875,298.59215157894744,193,2019-07-13,7,5,194
id_0001,Computers_Electronics_and_Technology,142.37575,44,348,3.2358125,298.59215157894744,194,2019-07-14,7,6,195
id_0001,Computers_Electronics_and_Technology,264.89014,85,1537,3.1163545882352937,298.59215157894744,195,2019-07-15,7,0,196
id_0001,Computers_Electronics_and_Technology,410.44476,111,1699,3.69770054054054,298.59215157894744,196,2019-07-16,7,1,197
id_0001,Computers_Electronics_and_Technology,574.512,98,1893,5.862367346938775,298.59215157894744,197,2019-07-17,7,2,198
id_0001,Computers_Electronics_and_Technology,566.14966,101,1866,5.605442178217822,298.59215157894744,198,2019-07-18,7,3,199
id_0001,Computers_Electronics_and_Technology,420.6451,73,1500,5.7622616438356165,298.59215157894744,199,2019-07-19,7,4,200
id_0001,Computers_Electronics_and_Technology,163.24057,33,363,4.946683939393939,298.59215157894744,200,2019-07-20,7,5,201
id_0001,Computers_Electronics_and_Technology,117.87477,23,333,5.12499,298.59215157894744,201,2019-07-21,7,6,202
id_0001,Computers_Electronics_and_Technology,306.66217,65,1515,4.717879538461538,298.59215157894744,202,2019-07-22,7,0,203
id_0001,Computers_Electronics_and_Technology,508.07535,111,1816,4.577255405405405,298.59215157894744,203,2019-07-23,7,1,204
id_0001,Computers_Electronics_and_Technology,731.11206,139,1824,5.259798992805756,298.59215157894744,204,2019-07-24,7,2,205
id_0001,Computers_Electronics_and_Technology,224.71033,87,566,2.582877356321839,298.59215157894744,205,2019-07-25,7,3,206
id_0001,Computers_Electronics_and_Technology,65.30453,44,196,1.4841938636363636,298.59215157894744,206,2019-07-26,7,4,207
id_0001,Computers_Electronics_and_Technology,15.846873,22,76,0.7203124090909091,298.59215157894744,207,2019-07-27,7,5,208
id_0001,Computers_Electronics_and_Technology,29.33452,23,86,1.2754139130434785,298.59215157894744,208,2019-07-28,7,6,209
id_0001,Computers_Electronics_and_Technology,106.367584,77,232,1.3813971948051946,298.59215157894744,209,2019-07-29,7,0,210
id_0001,Computers_Electronics_and_Technology,112.250595,59,238,1.9025524576271189,298.59215157894744,210,2019-07-30,7,1,211
id_0001,Computers_Electronics_and_Technology,67.301056,55,204,1.2236555636363635,298.59215157894744,211,2019-07-31,7,2,212
id_0001,Computers_Electronics_and_Technology,125.319984,84,256,1.4919045714285717,112.2952041776316,212,2019-08-01,8,3,213
id_0001,Computers_Electronics_and_Technology,116.32021,65,205,1.7895416923076923,112.2952041776316,213,2019-08-02,8,4,214
id_0001,Computers_Electronics_and_Technology,64.57454,26,71,2.4836361538461538,112.2952041776316,214,2019-08-03,8,5,215
id_0001,Computers_Electronics_and_Technology,15.552099,21,54,0.7405761428571429,112.2952041776316,215,2019-08-04,8,6,216
id_0001,Computers_Electronics_and_Technology,151.64713,71,228,2.135875070422536,112.2952041776316,216,2019-08-05,8,0,217
id_0001,Computers_Electronics_and_Technology,80.36074,63,261,1.2755673015873017,112.2952041776316,217,2019-08-06,8,1,218
id_0001,Computers_Electronics_and_Technology,120.455055,77,254,1.5643513636363635,112.2952041776316,218,2019-08-07,8,2,219
id_0001,Computers_Electronics_and_Technology,134.09142,69,236,1.9433539130434785,112.2952041776316,219,2019-08-08,8,3,220
id_0001,Computers_Electronics_and_Technology,76.08916,42,181,1.8116466666666668,112.2952041776316,220,2019-08-09,8,4,221
id_0001,Computers_Electronics_and_Technology,11.738352,14,54,0.8384537142857144,112.2952041776316,221,2019-08-10,8,5,222
id_0001,Computers_Electronics_and_Technology,32.616486,14,59,2.329749,112.2952041776316,222,2019-08-11,8,6,223
id_0001,Computers_Electronics_and_Technology,198.47601,68,261,2.9187648529411767,112.2952041776316,223,2019-08-12,8,0,224
id_0001,Computers_Electronics_and_Technology,151.16383,73,257,2.070737397260274,112.2952041776316,224,2019-08-13,8,1,225
id_0001,Computers_Electronics_and_Technology,151.95892,70,233,2.1708417142857144,112.2952041776316,225,2019-08-14,8,2,226
id_0001,Computers_Electronics_and_Technology,164.91931,66,235,2.4987774242424243,112.2952041776316,226,2019-08-15,8,3,227
id_0001,Computers_Electronics_and_Technology,84.39441,56,198,1.5070430357142857,112.2952041776316,227,2019-08-16,8,4,228
id_0001,Computers_Electronics_and_Technology,37.839638,18,58,2.102202111111111,112.2952041776316,228,2019-08-17,8,5,229
id_0001,Computers_Electronics_and_Technology,28.682343,18,43,1.5934635,112.2952041776316,229,2019-08-18,8,6,230
